Gene,converted_alias,Gene-id,description,GO_Name,GO_Domain
XM_038046722.1,GO:0005515,LOC119646304,"MAGUK p55 subfamily member 7, transcript variant X2",protein binding,molecular_function
XM_038046723.1,nan,,,,
XM_038046724.1,GO:0016020,LOC119646306,uncharacterized LOC119646306,membrane,cellular_component
XM_038046725.1,GO:0003824,LOC119646308,juvenile hormone epoxide hydrolase 2-like,catalytic activity,molecular_function
XM_038046726.1,nan,,,,
XM_038046727.1,GO:0003779,LOC119646310,kelch repeat and BTB domain-containing protein 2-like,actin binding,molecular_function
XM_038046728.1,nan,,,,
XM_038046729.1,nan,,,,
XM_038046730.1,nan,,,,
XM_038046731.1,GO:0004252,LOC119646313,lectizyme-like,serine-type endopeptidase activity,molecular_function
XM_038046732.1,GO:0004497,LOC119646314,"probable cytochrome P450 6d5, transcript variant X1",monooxygenase activity,molecular_function
XM_038046733.1,GO:0004497,LOC119646314,"probable cytochrome P450 6d5, transcript variant X1",monooxygenase activity,molecular_function
XM_038046734.1,nan,,,,
XM_038046735.1,GO:0003676,LOC119646315,"RNA-binding protein 39, transcript variant X4",nucleic acid binding,molecular_function
XM_038046736.1,GO:0003676,LOC119646315,"RNA-binding protein 39, transcript variant X4",nucleic acid binding,molecular_function
XM_038046737.1,GO:0003676,LOC119646315,"RNA-binding protein 39, transcript variant X4",nucleic acid binding,molecular_function
XM_038046738.1,nan,,,,
XM_038046739.1,nan,,,,
XM_038046740.1,GO:0035091,LOC119646319,sorting nexin-2,phosphatidylinositol binding,molecular_function
XM_038046741.1,GO:0004222,LOC119646320,"mitochondrial intermediate peptidase, transcript variant X1",metalloendopeptidase activity,molecular_function
XM_038046742.1,GO:0004222,LOC119646320,"mitochondrial intermediate peptidase, transcript variant X1",metalloendopeptidase activity,molecular_function
XM_038046743.1,GO:0008168,LOC119646323,probable RNA methyltransferase CG11342,methyltransferase activity,molecular_function
XM_038046744.1,nan,,,,
XM_038046745.1,GO:0004252,LOC119646321,lectizyme-like,serine-type endopeptidase activity,molecular_function
XM_038046746.1,nan,,,,
XM_038046747.1,nan,,,,
XM_038046748.1,nan,,,,
XM_038046749.1,nan,,,,
XM_038046750.1,nan,,,,
XM_038046751.1,nan,,,,
XM_038046752.1,nan,,,,
XM_038046753.1,GO:0005515,LOC119646328,uncharacterized LOC119646328,protein binding,molecular_function
XM_038046754.1,GO:0006629,LOC119646330,lipase 1-like,lipid metabolic process,biological_process
XM_038046755.1,GO:0000139,LOC119646331,programmed cell death protein 10,Golgi membrane,cellular_component
XM_038046756.1,GO:0004518,LOC119646329,uncharacterized LOC119646329,nuclease activity,molecular_function
XM_038046757.1,GO:0042302,LOC119646332,"pupal cuticle protein 27, transcript variant X1",structural constituent of cuticle,molecular_function
XM_038046758.1,GO:0042302,LOC119646332,"pupal cuticle protein 27, transcript variant X1",structural constituent of cuticle,molecular_function
XM_038046759.1,GO:0042302,LOC119646332,"pupal cuticle protein 27, transcript variant X1",structural constituent of cuticle,molecular_function
XM_038046760.1,GO:0004497,LOC119646334,cytochrome P450 6A1-like,monooxygenase activity,molecular_function
XM_038046761.1,GO:0030246,LOC119646336,"beta-1,3-glucan-binding protein-like",carbohydrate binding,molecular_function
XM_038046762.1,GO:0016020,LOC119646337,flocculation protein FLO11-like,membrane,cellular_component
XM_038046763.1,nan,,,,
XM_038046764.1,nan,,,,
XM_038046765.1,nan,,,,
XM_038046766.1,GO:0000139,LOC119646340,conserved oligomeric Golgi complex subunit 8,Golgi membrane,cellular_component
XM_038046767.1,nan,,,,
XM_038046768.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046769.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046770.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046771.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046772.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046773.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046774.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046775.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046776.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046777.1,GO:0005886,LOC119646342,"protein quiver, transcript variant X10",plasma membrane,cellular_component
XM_038046778.1,GO:0005789,LOC119646344,vesicle-associated membrane protein-associated protein B/C-like,endoplasmic reticulum membrane,cellular_component
XM_038046779.1,GO:0005515,LOC119646345,"protein artichoke, transcript variant X2",protein binding,molecular_function
XM_038046780.1,GO:0005515,LOC119646345,"protein artichoke, transcript variant X2",protein binding,molecular_function
XM_038046781.1,nan,,,,
XM_038046782.1,GO:0000166,LOC119646348,cyclin-dependent kinase 6,nucleotide binding,molecular_function
XM_038046783.1,GO:0005576,LOC119646349,pancreatic triacylglycerol lipase-like,extracellular region,cellular_component
XM_038046784.1,nan,,,,
XM_038046785.1,GO:0004930,LOC119646351,"uncharacterized LOC119646351, transcript variant X2",G protein-coupled receptor activity,molecular_function
XM_038046786.1,GO:0004930,LOC119646351,"uncharacterized LOC119646351, transcript variant X2",G protein-coupled receptor activity,molecular_function
XM_038046787.1,GO:0004930,LOC119646351,"uncharacterized LOC119646351, transcript variant X2",G protein-coupled receptor activity,molecular_function
XM_038046788.1,nan,,,,
XM_038046789.1,nan,,,,
XM_038046790.1,nan,,,,
XM_038046791.1,GO:0005576,LOC119646354,lipase member H-B-like,extracellular region,cellular_component
XM_038046792.1,GO:0005576,LOC119646355,phospholipase A1-like,extracellular region,cellular_component
XM_038046793.1,GO:0005739,LOC119646356,"NADPH:adrenodoxin oxidoreductase, mitochondrial",mitochondrion,cellular_component
XM_038046794.1,nan,,,,
XM_038046795.1,nan,,,,
XM_038046796.1,GO:0071897,LOC119646359,uncharacterized LOC119646359,DNA biosynthetic process,biological_process
XM_038046797.1,GO:0005515,LOC119646335,ankyrin repeat domain-containing protein 39,protein binding,molecular_function
XM_038046798.1,nan,,,,
XM_038046799.1,GO:0005634,LOC119646362,replication termination factor 2,nucleus,cellular_component
XM_038046800.1,nan,,,,
XM_038046801.1,GO:0006511,LOC119646360,E3 ubiquitin ligase complex SCF subunit sconC-like,ubiquitin-dependent protein catabolic process,biological_process
XM_038046802.1,GO:0006508,LOC119646364,"uncharacterized LOC119646364, transcript variant X3",proteolysis,biological_process
XM_038046803.1,nan,,,,
XM_038046804.1,GO:0003824,LOC119646369,"homocysteine S-methyltransferase 1-like, transcript variant X1",catalytic activity,molecular_function
XM_038046805.1,GO:0003824,LOC119646369,"homocysteine S-methyltransferase 1-like, transcript variant X1",catalytic activity,molecular_function
XM_038046806.1,GO:0003712,LOC119646370,mediator of RNA polymerase II transcription subunit 11,transcription coregulator activity,molecular_function
XM_038046807.1,GO:0005515,LOC119646371,NEDD8,protein binding,molecular_function
XM_038046808.1,nan,,,,
XM_038046809.1,GO:0005506,LOC119646373,xanthine dehydrogenase 2-like,iron ion binding,molecular_function
XM_038046810.1,GO:0005515,LOC119646374,"BMP-binding endothelial regulator protein, transcript variant X3",protein binding,molecular_function
XM_038046811.1,GO:0005515,LOC119646374,"BMP-binding endothelial regulator protein, transcript variant X3",protein binding,molecular_function
XM_038046812.1,GO:0005515,LOC119646374,"BMP-binding endothelial regulator protein, transcript variant X3",protein binding,molecular_function
XM_038046813.1,GO:0005515,LOC119646374,"BMP-binding endothelial regulator protein, transcript variant X3",protein binding,molecular_function
XM_038046814.1,nan,,,,
XM_038046815.1,GO:0005741,LOC119646376,mitochondrial import receptor subunit TOM40 homolog 1-like,mitochondrial outer membrane,cellular_component
XM_038046816.1,GO:0008194,LOC119646378,"UDP-glycosyltransferase UGT5-like, transcript variant X1",UDP-glycosyltransferase activity,molecular_function
XM_038046817.1,GO:0008194,LOC119646378,"UDP-glycosyltransferase UGT5-like, transcript variant X1",UDP-glycosyltransferase activity,molecular_function
XM_038046818.1,GO:0016020,LOC119646379,"uncharacterized LOC119646379, transcript variant X3",membrane,cellular_component
XM_038046819.1,GO:0016020,LOC119646379,"uncharacterized LOC119646379, transcript variant X3",membrane,cellular_component
XM_038046820.1,GO:0006511,LOC119646377,S-phase kinase-associated protein 1-like,ubiquitin-dependent protein catabolic process,biological_process
XM_038046821.1,GO:0016020,LOC119646379,"uncharacterized LOC119646379, transcript variant X3",membrane,cellular_component
XM_038046822.1,GO:0016020,LOC119646379,"uncharacterized LOC119646379, transcript variant X3",membrane,cellular_component
XM_038046823.1,GO:0000049,LOC119646380,"probable tRNA (guanine(26)-N(2))-dimethyltransferase, transcript variant X1",tRNA binding,molecular_function
XM_038046824.1,GO:0000049,LOC119646380,"probable tRNA (guanine(26)-N(2))-dimethyltransferase, transcript variant X1",tRNA binding,molecular_function
XM_038046825.1,GO:0003747,LOC119646381,"peptidyl-tRNA hydrolase ICT1, mitochondrial",translation release factor activity,molecular_function
XM_038046826.1,GO:0003676,LOC119646382,cleavage and polyadenylation specificity factor subunit 1,nucleic acid binding,molecular_function
XM_038046827.1,GO:0060147,LOC119646383,uncharacterized LOC119646383,regulation of post-transcriptional gene silencing,biological_process
XM_038046828.1,GO:0005515,LOC119646384,vam6/Vps39-like protein,protein binding,molecular_function
XM_038046829.1,GO:0016020,LOC119646386,uncharacterized LOC119646386,membrane,cellular_component
XM_038046830.1,GO:0016020,LOC119646387,uncharacterized LOC119646387,membrane,cellular_component
XM_038046831.1,GO:0005737,LOC119646388,ceramide-1-phosphate transfer protein,cytoplasm,cellular_component
XM_038046832.1,nan,,,,
XM_038046833.1,nan,,,,
XM_038046834.1,nan,,,,
XM_038046835.1,GO:0003676,LOC119646391,uncharacterized protein K02A2.6-like,nucleic acid binding,molecular_function
XM_038046836.1,GO:0003676,LOC119646392,uncharacterized LOC119646392,nucleic acid binding,molecular_function
XM_038046837.1,GO:0005549,LOC119646393,general odorant-binding protein 19d-like,odorant binding,molecular_function
XM_038046838.1,GO:0004865,LOC119646394,protein FAM122A,protein serine/threonine phosphatase inhibitor activity,molecular_function
XM_038046839.1,GO:0004252,LOC119646396,lectizyme-like,serine-type endopeptidase activity,molecular_function
XM_038046840.1,GO:0005515,LOC119646397,"uncharacterized LOC119646397, transcript variant X2",protein binding,molecular_function
XM_038046841.1,GO:0005515,LOC119646397,"uncharacterized LOC119646397, transcript variant X2",protein binding,molecular_function
XM_038046842.1,GO:0005509,LOC119646395,cadherin-related tumor suppressor-like,calcium ion binding,molecular_function
XM_038046843.1,GO:0016020,LOC119646398,gamma-secretase subunit Aph-1,membrane,cellular_component
XM_038046844.1,GO:0016491,LOC119646399,glyoxylate reductase/hydroxypyruvate reductase-like,oxidoreductase activity,molecular_function
XM_038046845.1,GO:0016491,LOC119646400,glyoxylate reductase/hydroxypyruvate reductase-like,oxidoreductase activity,molecular_function
XM_038046846.1,GO:0004497,LOC119646401,probable cytochrome P450 9f2,monooxygenase activity,molecular_function
XM_038046847.1,GO:0005783,LOC119646402,phosphatidylinositol-glycan biosynthesis class W protein-like,endoplasmic reticulum,cellular_component
XM_038046848.1,GO:0003924,LOC119646404,ras-related and estrogen-regulated growth inhibitor-like protein,GTPase activity,molecular_function
XM_038046849.1,GO:0004843,LOC119646405,ubiquitin carboxyl-terminal hydrolase 14,cysteine-type deubiquitinase activity,molecular_function
XM_038046850.1,GO:0016020,LOC119646406,ER membrane protein complex subunit 7 homolog,membrane,cellular_component
XM_038046851.1,GO:0005515,LOC119646407,"protein O-mannosyl-transferase TMTC2, transcript variant X2",protein binding,molecular_function
XM_038046852.1,GO:0005515,LOC119646407,"protein O-mannosyl-transferase TMTC2, transcript variant X2",protein binding,molecular_function
XM_038046853.1,GO:0005509,LOC119646408,pikachurin,calcium ion binding,molecular_function
XM_038046854.1,nan,,,,
XM_038046855.1,nan,,,,
XM_038046856.1,GO:0004014,LOC119646411,"S-adenosylmethionine decarboxylase proenzyme, transcript variant X1",adenosylmethionine decarboxylase activity,molecular_function
XM_038046857.1,GO:0004014,LOC119646411,"S-adenosylmethionine decarboxylase proenzyme, transcript variant X1",adenosylmethionine decarboxylase activity,molecular_function
XM_038046858.1,GO:0005737,LOC119646412,uncharacterized LOC119646412,cytoplasm,cellular_component
XM_038046859.1,GO:0003779,LOC119646414,kelch repeat and BTB domain-containing protein 2-like,actin binding,molecular_function
XM_038046860.1,nan,,,,
XM_038046861.1,GO:0005198,LOC119646416,nucleoporin seh1,structural molecule activity,molecular_function
XM_038046862.1,nan,,,,
XM_038046863.1,GO:0004721,LOC119646417,RNA polymerase II subunit A C-terminal domain phosphatase,phosphoprotein phosphatase activity,molecular_function
XM_038046864.1,nan,,,,
XM_038046865.1,GO:0006629,LOC119646419,phospholipase A2 group XV-like,lipid metabolic process,biological_process
XM_038046866.1,GO:0004497,LOC119646420,probable cytochrome P450 6a13,monooxygenase activity,molecular_function
XM_038046867.1,GO:0016020,LOC119646422,uncharacterized LOC119646422,membrane,cellular_component
XM_038046868.1,nan,,,,
XM_038046869.1,nan,,,,
XM_038046870.1,GO:0005615,LOC119646426,"protein spaetzle 3, transcript variant X2",extracellular space,cellular_component
XM_038046871.1,GO:0005615,LOC119646426,"protein spaetzle 3, transcript variant X2",extracellular space,cellular_component
XM_038046872.1,nan,,,,
XM_038046873.1,GO:0005615,LOC119646426,"protein spaetzle 3, transcript variant X2",extracellular space,cellular_component
XM_038046874.1,GO:0005615,LOC119646426,"protein spaetzle 3, transcript variant X2",extracellular space,cellular_component
XM_038046875.1,GO:0005615,LOC119646426,"protein spaetzle 3, transcript variant X2",extracellular space,cellular_component
XM_038046876.1,GO:0003676,LOC119646428,uncharacterized LOC119646428,nucleic acid binding,molecular_function
XM_038046877.1,GO:0000978,LOC119646429,"segmentation protein cap'n'collar, transcript variant X2",RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function
XM_038046878.1,GO:0000978,LOC119646429,"segmentation protein cap'n'collar, transcript variant X2",RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function
XM_038046879.1,GO:0000978,LOC119646429,"segmentation protein cap'n'collar, transcript variant X2",RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function
XM_038046880.1,GO:0004846,LOC119646430,uricase,urate oxidase activity,molecular_function
XM_038046881.1,nan,,,,
XM_038046882.1,nan,,,,
